age,workclass,fnlwgt,education,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,income,region,net_capital,has_capital_activity,employment_type
24,Private,210781,Bachelor's Degree,Never Married,Craft / Repair,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
42,Private,235786,Associate's Degree (Academic),Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,50,>50K,US & Canada,0,0,Overtime
45,Self-Employed (Not Incorporated),160167,10th Grade,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,70,<=50K,US & Canada,0,0,Overtime
52,Federal Government,30731,High School Graduate,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,7298,0,40,>50K,US & Canada,7298,1,Full_time
34,Private,314375,Associate's Degree (Vocational),Divorced,Craft / Repair,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
32,Private,81528,High School Graduate,Never Married,Handlers / Cleaners,Other-relative,White,Male,0,0,60,<=50K,US & Canada,0,0,Overtime
54,Private,182854,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,45,<=50K,US & Canada,0,0,Full_time
42,Federal Government,296798,11th Grade,Never Married,Technical Support,Not-in-family,White,Male,0,1340,40,<=50K,US & Canada,-1340,1,Full_time
32,Private,194426,Bachelor's Degree,Married (Civilian Spouse),Technical Support,Married,White,Male,15024,0,40,>50K,US & Canada,15024,1,Full_time
40,,70645,College,Married (Civilian Spouse),,Married,White,Female,0,0,20,<=50K,US & Canada,0,0,Part_time
55,Self-Employed (Incorporated),141807,Bachelor's Degree,Married (Civilian Spouse),Sales,Married,White,Male,0,0,60,>50K,US & Canada,0,0,Overtime
66,,112871,11th Grade,Never Married,,Not-in-family,White,Male,0,0,30,<=50K,US & Canada,0,0,Part_time
52,State Government,71344,Master's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
21,State Government,341410,College,Never Married,Administrative / Clerical,Not-in-family,White,Female,0,0,15,<=50K,US & Canada,0,0,Part_time
33,Private,118941,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Female,0,0,40,>50K,US & Canada,0,0,Full_time
52,,159755,Associate's Degree (Vocational),Married (Civilian Spouse),,Married,White,Male,0,0,50,>50K,US & Canada,0,0,Overtime
27,Self-Employed (Not Incorporated),229125,11th Grade,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
42,Local Government,142756,Bachelor's Degree,Divorced,Professional Specialty,Not-in-family,White,Female,0,0,50,<=50K,US & Canada,0,0,Overtime
27,Self-Employed (Incorporated),243871,College,Never Married,Administrative / Clerical,Own-child,White,Female,0,0,45,<=50K,US & Canada,0,0,Full_time
47,Private,213140,Associate's Degree (Vocational),Married (Civilian Spouse),Craft / Repair,Married,White,Male,7688,0,40,>50K,US & Canada,7688,1,Full_time
19,Private,196857,High School Graduate,Never Married,Other Service,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
46,Private,138626,College,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
55,Self-Employed (Not Incorporated),161334,High School Graduate,Widowed,Other Service,Not-in-family,White,Female,0,0,25,<=50K,Latin America & Caribbean,0,0,Part_time
50,Private,273536,7th to 8th Grade,Married (Civilian Spouse),Sales,Married,Other,Male,0,0,49,<=50K,Latin America & Caribbean,0,0,Overtime
32,Private,115631,College,Never Married,Administrative / Clerical,Not-in-family,White,Female,4101,0,50,<=50K,US & Canada,4101,1,Overtime
28,Private,185957,High School Graduate,Married (Civilian Spouse),Administrative / Clerical,Married,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
23,Private,334357,High School Graduate,Never Married,Administrative / Clerical,Own-child,Black,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
43,Private,96102,Master's Degree,"Married, Spouse Absent",Executive / Managerial,Not-in-family,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
34,Private,213226,Bachelor's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,40,>50K,Middle East,0,0,Full_time
19,Private,115248,College,Never Married,Administrative / Clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,40,<=50K,East Asia & Pacific,0,0,Full_time
37,Private,185061,College,Married (Civilian Spouse),Executive / Managerial,Married,Asian-Pac-Islander,Male,0,0,55,<=50K,US & Canada,0,0,Overtime
27,Private,147638,Bachelor's Degree,Never Married,Administrative / Clerical,Other-relative,Asian-Pac-Islander,Female,0,0,40,<=50K,East Asia & Pacific,0,0,Full_time
18,Private,280298,High School Graduate,Never Married,Sales,Own-child,White,Female,0,0,24,<=50K,US & Canada,0,0,Part_time
31,Private,163516,College,Widowed,Administrative / Clerical,Unmarried,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
49,Private,277434,High School Graduate,Married (Civilian Spouse),Transport / Moving,Married,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
26,Federal Government,206983,Professional School,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,60,<=50K,Latin America & Caribbean,0,0,Overtime
48,Private,108993,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,45,>50K,US & Canada,0,0,Full_time
39,Private,288551,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,Black,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
41,Private,176069,High School Graduate,Separated,Machine Operator / Inspector,Unmarried,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
48,State Government,183486,Associate's Degree (Vocational),Divorced,Professional Specialty,Unmarried,White,Female,0,0,56,>50K,US & Canada,0,0,Overtime
40,Private,163215,Bachelor's Degree,Divorced,Executive / Managerial,Not-in-family,White,Female,10520,0,40,>50K,US & Canada,10520,1,Full_time
70,Private,94692,Bachelor's Degree,Married (Civilian Spouse),Sales,Married,White,Male,0,0,70,>50K,US & Canada,0,0,Overtime
20,Private,118462,High School Graduate,Never Married,Handlers / Cleaners,Own-child,White,Male,0,0,43,<=50K,US & Canada,0,0,Full_time
38,Private,407068,5th to 6th Grade,Married (Civilian Spouse),Other Service,Married,White,Male,0,0,75,<=50K,Latin America & Caribbean,0,0,Overtime
37,Self-Employed (Not Incorporated),243587,College,Separated,Other Service,Own-child,White,Female,0,0,40,<=50K,Latin America & Caribbean,0,0,Full_time
49,Private,23074,College,Widowed,Executive / Managerial,Not-in-family,White,Female,0,0,40,>50K,US & Canada,0,0,Full_time
51,Private,237735,High School Graduate,Married (Civilian Spouse),Handlers / Cleaners,Married,White,Male,3103,0,40,>50K,US & Canada,3103,1,Full_time
43,Private,188291,1st to 4th Grade,Never Married,Sales,Own-child,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
38,Private,284166,Professional School,Never Married,Professional Specialty,Not-in-family,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
18,,423460,11th Grade,Never Married,,Own-child,White,Male,0,0,36,<=50K,US & Canada,0,0,Full_time
23,Private,287681,7th to 8th Grade,Never Married,Other Service,Not-in-family,White,Male,0,0,25,<=50K,Latin America & Caribbean,0,0,Part_time
34,Private,509364,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
62,,139391,College,Married (Civilian Spouse),,Married,White,Male,0,0,24,<=50K,US & Canada,0,0,Part_time
33,Private,91964,College,Never Married,Administrative / Clerical,Unmarried,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
31,Private,117526,College,Never Married,Farming / Fishing,Not-in-family,White,Female,0,0,45,<=50K,US & Canada,0,0,Full_time
64,Private,91343,College,Widowed,Technical Support,Unmarried,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
26,Local Government,336969,Bachelor's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,28,<=50K,Latin America & Caribbean,0,0,Part_time
55,Private,255364,College,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
61,Local Government,167670,Bachelor's Degree,"Married, Spouse Absent",Professional Specialty,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
37,Private,211494,High School Graduate,Married (Civilian Spouse),Technical Support,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
78,Local Government,136198,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,15,<=50K,US & Canada,0,0,Part_time
27,Federal Government,409815,College,Never Married,Administrative / Clerical,Unmarried,Black,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
49,Private,188823,High School Graduate,Divorced,Professional Specialty,Not-in-family,White,Male,0,0,42,<=50K,US & Canada,0,0,Full_time
55,State Government,146326,Master's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Male,7688,0,45,>50K,US & Canada,7688,1,Full_time
42,Private,154374,Bachelor's Degree,Married (Civilian Spouse),Transport / Moving,Married,White,Male,0,0,58,<=50K,US & Canada,0,0,Overtime
22,,216563,High School Graduate,Never Married,,Other-relative,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
61,Private,197286,9th Grade,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
64,Self-Employed (Not Incorporated),100722,Bachelor's Degree,Married (Civilian Spouse),Administrative / Clerical,Married,White,Male,0,0,5,<=50K,US & Canada,0,0,Part_time
46,Local Government,377622,High School Graduate,Married (Civilian Spouse),Other Service,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
24,Private,145964,Bachelor's Degree,Never Married,Executive / Managerial,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
27,Private,358636,College,Married (Civilian Spouse),Craft / Repair,Married,White,Male,2829,0,70,<=50K,US & Canada,2829,1,Overtime
47,Private,155489,High School Graduate,Married (Civilian Spouse),Transport / Moving,Married,White,Male,7688,0,55,>50K,US & Canada,7688,1,Overtime
18,Private,57413,College,Divorced,Other Service,Own-child,White,Male,0,0,15,<=50K,US & Canada,0,0,Part_time
48,Private,320421,High School Graduate,Married (Civilian Spouse),Sales,Married,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
50,Self-Employed (Not Incorporated),174752,High School Graduate,Divorced,Farming / Fishing,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
40,State Government,229364,Master's Degree,Divorced,Professional Specialty,Not-in-family,White,Female,0,0,45,<=50K,US & Canada,0,0,Full_time
56,Self-Employed (Not Incorporated),157486,10th Grade,Divorced,Sales,Own-child,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
34,Private,92682,High School Graduate,Never Married,Administrative / Clerical,Not-in-family,White,Female,4865,0,40,<=50K,US & Canada,4865,1,Full_time
56,Federal Government,101338,Bachelor's Degree,Married (Civilian Spouse),Sales,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
18,Private,132652,11th Grade,Never Married,Other Service,Own-child,White,Male,0,0,20,<=50K,US & Canada,0,0,Part_time
21,Private,34616,College,Never Married,Other Service,Own-child,White,Female,0,0,25,<=50K,US & Canada,0,0,Part_time
40,Private,218903,High School Graduate,Divorced,Technical Support,Unmarried,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
27,Local Government,204098,High School Graduate,Married (Civilian Spouse),Handlers / Cleaners,Other-relative,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
52,Self-Employed (Not Incorporated),64045,Professional School,Married (Civilian Spouse),Professional Specialty,Married,White,Male,99999,0,45,>50K,US & Canada,99999,1,Full_time
46,Private,189763,High School Graduate,Divorced,Sales,Not-in-family,White,Female,0,0,30,<=50K,US & Canada,0,0,Part_time
23,Private,26248,High School Graduate,Never Married,Administrative / Clerical,Own-child,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
50,Private,92079,College,Married (Civilian Spouse),Technical Support,Married,White,Male,0,0,45,>50K,US & Canada,0,0,Full_time
19,Private,280071,College,Never Married,Machine Operator / Inspector,Other-relative,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
20,Private,224059,High School Graduate,Never Married,Other Service,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
39,Private,185520,College,Divorced,Executive / Managerial,Not-in-family,White,Female,8614,0,40,>50K,US & Canada,8614,1,Full_time
24,Private,265567,11th Grade,Never Married,Craft / Repair,Own-child,White,Male,0,0,35,<=50K,US & Canada,0,0,Full_time
72,Private,106890,Associate's Degree (Vocational),Widowed,Administrative / Clerical,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
42,State Government,39586,Master's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Female,0,0,20,>50K,US & Canada,0,0,Part_time
51,Private,209912,Bachelor's Degree,Divorced,Executive / Managerial,Not-in-family,Amer-Indian-Eskimo,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
39,Private,144169,High School Graduate,Married (Civilian Spouse),Sales,Married,White,Male,0,0,50,>50K,US & Canada,0,0,Overtime
40,Local Government,50442,College,Never Married,Administrative / Clerical,Unmarried,Amer-Indian-Eskimo,Female,2977,0,35,<=50K,US & Canada,2977,1,Full_time
34,Private,89644,College,Married (Civilian Spouse),Sales,Married,White,Male,0,0,55,>50K,US & Canada,0,0,Overtime
19,Private,275889,11th Grade,Never Married,Handlers / Cleaners,Own-child,White,Male,0,0,40,<=50K,Latin America & Caribbean,0,0,Full_time
26,Private,231638,High School Graduate,Never Married,Executive / Managerial,Own-child,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
45,Local Government,224474,Bachelor's Degree,Divorced,Professional Specialty,Unmarried,White,Female,4934,0,50,>50K,US & Canada,4934,1,Overtime
28,Private,355259,Master's Degree,Never Married,Professional Specialty,Not-in-family,White,Female,0,0,40,>50K,US & Canada,0,0,Full_time
30,Federal Government,68330,Bachelor's Degree,Never Married,Professional Specialty,Not-in-family,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
32,Private,185410,High School Graduate,Never Married,Administrative / Clerical,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
19,Private,87653,College,Never Married,Other Service,Own-child,White,Female,0,0,25,<=50K,US & Canada,0,0,Part_time
21,Private,286853,High School Graduate,Never Married,Other Service,Own-child,White,Male,0,0,35,<=50K,US & Canada,0,0,Full_time
54,Private,96710,High School Graduate,Married (Civilian Spouse),Private House Service,Other-relative,Black,Female,0,0,20,<=50K,US & Canada,0,0,Part_time
62,Private,160143,Professional School,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,30,>50K,US & Canada,0,0,Part_time
25,Private,186925,College,Never Married,Other Service,Not-in-family,White,Male,2597,0,48,<=50K,US & Canada,2597,1,Overtime
49,Self-Employed (Incorporated),109705,College,Divorced,Executive / Managerial,Unmarried,White,Female,0,0,32,<=50K,US & Canada,0,0,Part_time
32,Private,94235,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
37,Local Government,297449,High School Graduate,Married (Civilian Spouse),Protective Service,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
58,Private,205896,High School Graduate,Divorced,Sales,Other-relative,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
37,Private,93717,College,Married (Civilian Spouse),Administrative / Clerical,Married,White,Female,7298,0,45,>50K,US & Canada,7298,1,Full_time
41,Private,194710,High School Graduate,Never Married,Executive / Managerial,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
38,Private,236391,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,7688,0,40,>50K,US & Canada,7688,1,Full_time
47,State Government,189123,High School Graduate,Married (Civilian Spouse),Other Service,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
42,Private,358677,High School Graduate,Divorced,Other Service,Unmarried,Black,Male,0,0,35,<=50K,US & Canada,0,0,Full_time
30,State Government,199539,High School Graduate,Married (Civilian Spouse),Administrative / Clerical,Married,White,Male,0,1902,40,<=50K,US & Canada,-1902,1,Full_time
43,Private,128170,College,Married (Civilian Spouse),Sales,Married,White,Male,7688,0,40,>50K,US & Canada,7688,1,Full_time
34,Private,231238,High School Graduate,Married (Civilian Spouse),Machine Operator / Inspector,Married,Black,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
57,Private,296152,College,Divorced,Executive / Managerial,Other-relative,White,Female,594,0,10,<=50K,US & Canada,594,1,Part_time
46,Private,166003,11th Grade,Married (Civilian Spouse),Machine Operator / Inspector,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
32,Private,281437,College,Married (Civilian Spouse),Transport / Moving,Married,White,Male,0,0,55,<=50K,US & Canada,0,0,Overtime
20,Private,190231,9th Grade,Never Married,Machine Operator / Inspector,Own-child,White,Female,0,0,11,<=50K,Latin America & Caribbean,0,0,Part_time
47,Private,122026,Associate's Degree (Vocational),Divorced,Sales,Not-in-family,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
55,,205527,High School Graduate,Divorced,,Not-in-family,White,Male,0,0,20,<=50K,US & Canada,0,0,Part_time
53,Self-Employed (Not Incorporated),174102,7th to 8th Grade,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,4386,0,50,>50K,Europe & Central Asia,4386,1,Overtime
43,Private,125461,Bachelor's Degree,Married (Civilian Spouse),Sales,Married,White,Male,0,0,65,>50K,US & Canada,0,0,Overtime
80,Self-Employed (Not Incorporated),184335,7th to 8th Grade,Married (Civilian Spouse),Farming / Fishing,Married,White,Male,0,0,30,<=50K,US & Canada,0,0,Part_time
24,Private,211345,College,Never Married,Other Service,Own-child,White,Female,0,0,40,<=50K,Latin America & Caribbean,0,0,Full_time
43,Local Government,147328,Master's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,1977,60,>50K,US & Canada,-1977,1,Overtime
22,Private,222993,High School Graduate,Never Married,Handlers / Cleaners,Own-child,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
40,Private,225978,College,Separated,Executive / Managerial,Not-in-family,Black,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
48,Private,121124,High School Graduate,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,50,>50K,US & Canada,0,0,Overtime
56,,656036,High School Graduate,Married (Civilian Spouse),,Married,White,Male,0,0,25,<=50K,US & Canada,0,0,Part_time
34,,346762,11th Grade,Divorced,,Own-child,White,Male,0,0,84,<=50K,US & Canada,0,0,Overtime
51,Private,234057,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,45,>50K,US & Canada,0,0,Full_time
24,Federal Government,306515,High School Graduate,Never Married,Administrative / Clerical,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
19,Private,116562,High School Graduate,Never Married,Other Service,Own-child,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
34,Private,171159,College,Divorced,Administrative / Clerical,Unmarried,White,Female,0,0,30,<=50K,US & Canada,0,0,Part_time
24,Private,199011,High School Graduate,Never Married,Craft / Repair,Own-child,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
41,Private,443508,Bachelor's Degree,Married (Civilian Spouse),Transport / Moving,Married,White,Male,0,0,48,>50K,US & Canada,0,0,Overtime
24,Private,29810,High School Graduate,Divorced,Sales,Not-in-family,White,Female,0,0,38,<=50K,US & Canada,0,0,Full_time
22,Local Government,238831,College,Never Married,Protective Service,Own-child,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
32,Federal Government,566117,College,Divorced,Administrative / Clerical,Unmarried,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
41,Private,255044,Bachelor's Degree,Divorced,Executive / Managerial,Not-in-family,White,Female,0,0,55,<=50K,US & Canada,0,0,Overtime
20,Private,436253,College,Never Married,Other Service,Own-child,White,Male,0,0,35,<=50K,US & Canada,0,0,Full_time
31,Private,300687,High School Graduate,Never Married,Other Service,Not-in-family,Black,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
55,Private,144071,Bachelor's Degree,Married (Civilian Spouse),Technical Support,Married,White,Male,0,0,18,>50K,US & Canada,0,0,Part_time
26,Private,188767,Bachelor's Degree,Never Married,Sales,Own-child,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
27,Self-Employed (Not Incorporated),300777,High School Graduate,Divorced,Transport / Moving,Not-in-family,White,Male,0,0,70,<=50K,US & Canada,0,0,Overtime
35,Private,26987,High School Graduate,Separated,Administrative / Clerical,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
40,Private,174395,High School Graduate,Divorced,Other Service,Not-in-family,White,Male,0,0,60,<=50K,Europe & Central Asia,0,0,Overtime
59,Private,90290,College,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,34,<=50K,US & Canada,0,0,Part_time
61,Private,183735,College,Married (Civilian Spouse),Sales,Married,White,Male,0,0,45,>50K,US & Canada,0,0,Full_time
31,Private,123273,High School Graduate,Never Married,Sales,Own-child,Black,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
43,Federal Government,186916,Master's Degree,Divorced,Protective Service,Not-in-family,White,Male,0,0,60,>50K,US & Canada,0,0,Overtime
61,Private,43554,5th to 6th Grade,Never Married,Handlers / Cleaners,Not-in-family,Black,Male,0,2339,40,<=50K,US & Canada,-2339,1,Full_time
54,Private,178251,Associate's Degree (Academic),Widowed,Administrative / Clerical,Unmarried,White,Female,0,0,30,<=50K,US & Canada,0,0,Part_time
30,Private,255885,College,Married (Civilian Spouse),Sales,Married,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
20,Private,64292,College,Never Married,Sales,Not-in-family,White,Female,0,0,50,<=50K,US & Canada,0,0,Overtime
27,State Government,194773,Master's Degree,Never Married,Professional Specialty,Not-in-family,White,Female,0,0,50,<=50K,Europe & Central Asia,0,0,Overtime
44,Self-Employed (Incorporated),133060,College,Divorced,Machine Operator / Inspector,Not-in-family,White,Male,0,0,60,<=50K,US & Canada,0,0,Overtime
64,Private,258006,College,Widowed,Administrative / Clerical,Not-in-family,White,Female,0,0,40,<=50K,Latin America & Caribbean,0,0,Full_time
55,Private,92215,High School Graduate,Divorced,Administrative / Clerical,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
34,Private,33945,High School Graduate,Divorced,Craft / Repair,Not-in-family,White,Male,6849,0,55,<=50K,US & Canada,6849,1,Overtime
61,Private,153048,High School Graduate,Widowed,Sales,Not-in-family,White,Female,0,0,35,<=50K,US & Canada,0,0,Full_time
34,Private,355571,High School Graduate,Divorced,Machine Operator / Inspector,Unmarried,Black,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
47,Self-Employed (Incorporated),139268,Professional School,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,1977,60,>50K,US & Canada,-1977,1,Overtime
26,Private,34402,Bachelor's Degree,Never Married,Administrative / Clerical,Not-in-family,White,Male,0,0,45,<=50K,US & Canada,0,0,Full_time
35,Private,25955,11th Grade,Never Married,Other Service,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
36,Private,209609,Bachelor's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,38,<=50K,US & Canada,0,0,Full_time
47,Private,168283,Bachelor's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
17,Private,295488,11th Grade,Never Married,Other Service,Own-child,Black,Female,0,0,25,<=50K,US & Canada,0,0,Part_time
35,Private,190895,College,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,60,<=50K,US & Canada,0,0,Overtime
33,Private,164190,Master's Degree,Never Married,Professional Specialty,Own-child,White,Male,0,0,20,<=50K,US & Canada,0,0,Part_time
25,Private,216010,Associate's Degree (Academic),Married (Civilian Spouse),Administrative / Clerical,Married,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
18,Private,387568,10th Grade,Never Married,Sales,Own-child,White,Male,0,0,10,<=50K,US & Canada,0,0,Part_time
47,State Government,188386,Master's Degree,Separated,Professional Specialty,Not-in-family,White,Male,0,0,38,<=50K,US & Canada,0,0,Full_time
44,Private,174491,High School Graduate,Widowed,Other Service,Unmarried,Black,Female,0,0,30,<=50K,US & Canada,0,0,Part_time
41,Private,31221,High School Graduate,Divorced,Other Service,Unmarried,White,Female,0,0,30,<=50K,US & Canada,0,0,Part_time
30,Private,272451,Bachelor's Degree,Never Married,Administrative / Clerical,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
53,Self-Employed (Not Incorporated),152652,College,Married (Civilian Spouse),Farming / Fishing,Married,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
53,Private,104413,High School Graduate,Widowed,Other Service,Unmarried,Black,Female,0,0,20,<=50K,US & Canada,0,0,Part_time
40,Private,105936,High School Graduate,Married (Civilian Spouse),Sales,Married,White,Female,5013,0,20,<=50K,US & Canada,5013,1,Part_time
24,Private,379066,College,Never Married,Administrative / Clerical,Not-in-family,White,Male,0,2205,24,<=50K,US & Canada,-2205,1,Part_time
27,Private,214858,Bachelor's Degree,Never Married,Sales,Own-child,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
50,Private,237735,5th to 6th Grade,Married (Civilian Spouse),Transport / Moving,Married,White,Male,0,0,37,<=50K,Latin America & Caribbean,0,0,Full_time
36,Private,158592,11th Grade,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,50,<=50K,US & Canada,0,0,Overtime
41,Private,237321,1st to 4th Grade,Married (Civilian Spouse),Machine Operator / Inspector,Married,White,Male,0,0,40,>50K,Latin America & Caribbean,0,0,Full_time
41,Private,23646,Master's Degree,Never Married,Professional Specialty,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
31,Private,169240,High School Graduate,Never Married,Other Service,Not-in-family,White,Female,0,0,40,<=50K,US & Canada,0,0,Full_time
32,Federal Government,454508,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
22,Private,130356,College,Never Married,Machine Operator / Inspector,Own-child,White,Male,0,0,48,<=50K,US & Canada,0,0,Overtime
22,Private,427686,10th Grade,Divorced,Craft / Repair,Own-child,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
18,Local Government,36411,12th Grade,Never Married,Professional Specialty,Own-child,White,Male,0,0,30,<=50K,US & Canada,0,0,Part_time
39,Private,548510,Bachelor's Degree,Married (Civilian Spouse),Professional Specialty,Married,Black,Male,0,0,30,<=50K,US & Canada,0,0,Part_time
38,Private,187264,High School Graduate,Married (Civilian Spouse),Executive / Managerial,Married,White,Female,0,0,55,<=50K,US & Canada,0,0,Overtime
35,State Government,140752,High School Graduate,Married (Civilian Spouse),Craft / Repair,Married,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
23,Private,325596,College,Never Married,Machine Operator / Inspector,Not-in-family,White,Male,0,0,40,<=50K,US & Canada,0,0,Full_time
54,Self-Employed (Not Incorporated),175804,Bachelor's Degree,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,40,>50K,US & Canada,0,0,Full_time
36,Private,107302,Master's Degree,Married (Civilian Spouse),Professional Specialty,Married,White,Male,0,0,60,>50K,US & Canada,0,0,Overtime
63,Local Government,41161,High School Graduate,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,55,<=50K,US & Canada,0,0,Overtime
39,Private,401832,College,Married (Civilian Spouse),Executive / Managerial,Married,White,Male,0,0,48,<=50K,US & Canada,0,0,Overtime
